LearneCN — vocabulary filter report

Generated by tools/filter-vocabulary.py. Every line is a change that
tool made to the shipped data. "trigger" is the word that caused it;
the offending definitions themselves are not repeated here.

Official HSK 1-6 vocabulary is never deleted. The most that happens to
an HSK word is that one sense is dropped from its gloss.

779 headwords are gone from the data entirely.
967 practice questions were about one of them and went with it.
1810 more had an obscene wrong answer swapped for a clean one and were kept.

------------------------------------------------------------------------------
file          word       reading          action                           category   trigger
cedict.json   小鸡鸡        xiao3 ji1 ji1    removed                          sexual     penis
cedict.json   尻门子        kao1 men2 zi5    removed                          sexual     anus
cedict.json   屁眼         pi4 yan3         removed                          sexual     anus
cedict.json   屁股眼        pi4 gu5 yan3     removed                          sexual     anus
cedict.json   屌          diao3            sense dropped                    sexual     penis
cedict.json   屪          liao2            removed                          sexual     penis
cedict.json   岛国动作片      dao3 guo2 dong4  removed                          sexual     porn
cedict.json   崩症         beng1 zheng4     removed                          sexual     vaginal
cedict.json   工口         ei1 luo2         removed                          sexual     erotic
cedict.json   巨龙         ju4 long2        sense dropped                    sexual     dick
cedict.json   幺二         yao1 er4         sense dropped                    sexual     prostitute
cedict.json   幼齿         you4 chi3        sense dropped                    sexual     prostitute
cedict.json   床笫之事       chuang2 zi3 zhi  sense dropped                    sexual     sexual intercourse
cedict.json   庶          shu4             sense dropped                    sexual     concubine
cedict.json   庶出         shu4 chu1        removed                          sexual     concubine
cedict.json   庶妻         shu4 qi1         removed                          sexual     concubine
cedict.json   庶子         shu4 zi3         removed                          sexual     concubine
cedict.json   庶室         shu4 shi4        removed                          sexual     concubine
cedict.json   开苞         kai1 bao1        removed                          sexual     deflower
cedict.json   弄脏         nong4 zang1      sense dropped                    sexual     to defile
cedict.json   引诱         yin3 you4        sense dropped                    sexual     seduce
cedict.json   张三         Zhang1 San1      sense dropped                    sexual     dick
cedict.json   张三李四       Zhang1 San1 Li3  sense dropped                    sexual     dick
cedict.json   张三，李四，王五，赵六 Zhang1 San1 , L  removed                          sexual     dick
cedict.json   张王李赵       Zhang1 Wang2 Li  sense dropped                    sexual     dick
cedict.json   张纯如        Zhang1 Chun2 ru  removed                          sexual     rape
cedict.json   强奸         qiang2 jian1     removed                          sexual     rape
cedict.json   强奸犯        qiang2 jian1 fa  removed                          sexual     rapist
cedict.json   强奸罪        qiang2 jian1 zu  removed                          sexual     rape
cedict.json   强暴         qiang2 bao4      removed                          sexual     review
cedict.json   御姐         yu4 jie3         sense dropped                    sexual     sexy
cedict.json   性乐         xing4 le4        sense dropped                    sexual     orgasm
cedict.json   性交         xing4 jiao1      removed                          sexual     sexual intercourse
cedict.json   性交易        xing4 jiao1 yi4  sense dropped                    sexual     prostitution
cedict.json   性交高潮       xing4 jiao1 gao  removed                          sexual     orgasm
cedict.json   性侵犯        xing4 qin1 fan4  sense dropped                    sexual     molest
cedict.json   性变态        xing4 bian4 tai  sense dropped                    sexual     pervert
cedict.json   性器期        xing4 qi4 qi1    removed                          sexual     phallic
cedict.json   性媾         xing4 gou4       removed                          sexual     sexual intercourse
cedict.json   性工作        xing4 gong1 zuo  removed                          sexual     sex worker
cedict.json   性工作者       xing4 gong1 zuo  removed                          sexual     sex worker
cedict.json   性感         xing4 gan3       sense dropped                    sexual     eroticism
cedict.json   性服务        xing4 fu2 wu4    sense dropped                    sexual     prostitution
cedict.json   性欲高潮       xing4 yu4 gao1   removed                          sexual     orgasm
cedict.json   性蕾期        xing4 lei3 qi1   removed                          sexual     phallic
cedict.json   性高潮        xing4 gao1 chao  removed                          sexual     review
cedict.json   怪叔叔        guai4 shu1 shu5  removed                          sexual     pedophile
cedict.json   恋童犯        lian4 tong2 fan  removed                          sexual     pedophile
cedict.json   恋童癖        lian4 tong2 pi3  removed                          sexual     pedophilia
cedict.json   恣欲         zi4 yu4          removed                          sexual     lustful
cedict.json   恶声         e4 sheng1        sense dropped                    sexual     lewd
cedict.json   情色         qing2 se4        sense dropped                    sexual     erotic
cedict.json   戴套         dai4 tao4        removed                          sexual     condom
cedict.json   戴绿帽子       dai4 lu:4 mao4   removed                          sexual     cuckold
cedict.json   房          fang2            sense dropped                    sexual     concubines
cedict.json   房事         fang2 shi4       removed                          sexual     sexual intercourse
cedict.json   所多玛        Suo3 duo1 ma3    removed                          sexual     sodom
cedict.json   所多玛与蛾摩拉    Suo3 duo1 ma3 y  removed                          sexual     sodom
cedict.json   手淫         shou3 yin2       removed                          sexual     masturbate
cedict.json   扒灰         pa2 hui1         removed                          sexual     incest
cedict.json   打手枪        da3 shou3 qiang  removed                          sexual     masturbate
cedict.json   打炮         da3 pao4         sense dropped                    sexual     have sex
cedict.json   打野炮        da3 ye3 pao4     removed                          sexual     have sex
cedict.json   打飞机        da3 fei1 ji1     removed                          sexual     masturbate
cedict.json   扫黄         sao3 huang2      removed                          sexual     pornography
cedict.json   扫黄打非       sao3 huang2 da3  removed                          sexual     pornography
cedict.json   扫黄运动       sao3 huang2 yun  removed                          sexual     pornography
cedict.json   扶正         fu2 zheng4       sense dropped                    sexual     concubine
cedict.json   抓奸         zhua1 jian1      removed                          sexual     adultery
cedict.json   抓嫖         zhua1 piao2      removed                          sexual     prostitutes
cedict.json   抓猴         zhua1 hou2       removed                          sexual     adulterous
cedict.json   拈花惹草       nian1 hua1 re3   sense dropped                    sexual     womanize
cedict.json   拉皮条        la1 pi2 tiao2    removed                          sexual     review
cedict.json   招妓         zhao1 ji4        removed                          sexual     prostitute
cedict.json   招嫖         zhao1 piao2      removed                          sexual     sex worker
cedict.json   拳交         quan2 jiao1      removed                          sexual     sex act
cedict.json   拿一血        na2 yi1 xue4     sense dropped                    sexual     virginity
cedict.json   指奸         zhi3 jian1       removed                          sexual     rape
cedict.json   指检         zhi3 jian3       removed                          sexual     vagina
cedict.json   挖墙脚        wa1 qiang2 jiao  sense dropped                    sexual     seduce
cedict.json   捉奸         zhuo1 jian1      removed                          sexual     adultery
cedict.json   排放         pai2 fang4       sense dropped                    sexual     semen
cedict.json   掖庭         ye4 ting2        removed                          sexual     concubines
cedict.json   探花         tan4 hua1        sense dropped                    sexual     prostitute
cedict.json   接客         jie1 ke4         sense dropped                    sexual     prostitutes
cedict.json   援交妹        yuan2 jiao1 mei  removed                          sexual     prostitute
cedict.json   摞管         luo4 guan3       removed                          sexual     masturbate
cedict.json   撸管         lu1 guan3        removed                          sexual     masturbate
cedict.json   支子         zhi1 zi3         removed                          sexual     concubine
cedict.json   收容教育       shou1 rong2 jia  removed                          sexual     prostitutes
cedict.json   收山         shou1 shan1      sense dropped                    sexual     prostitute
cedict.json   收房         shou1 fang2      removed                          sexual     concubine
cedict.json   放浪         fang4 lang4      sense dropped                    sexual     debauch
cedict.json   放荡         fang4 dang4      sense dropped                    sexual     licentious
cedict.json   敦伦         dun1 lun2        sense dropped                    sexual     sexual intercourse
cedict.json   敲中背        qiao1 zhong1 be  removed                          sexual     oral sex
cedict.json   敲大背        qiao1 da4 bei4   removed                          sexual     have sex
cedict.json   敲小背        qiao1 xiao3 bei  removed                          sexual     masturbated
cedict.json   早勃         zao3 bo2         removed                          sexual     erection
cedict.json   早泄         zao3 xie4        removed                          sexual     ejaculation
cedict.json   春光         chun1 guang1     sense dropped                    sexual     sexy
cedict.json   春妇         chun1 fu4        removed                          sexual     prostitute
cedict.json   春宫         chun1 gong1      sense dropped                    sexual     erotic
cedict.json   春梦         chun1 meng4      sense dropped                    sexual     erotic
cedict.json   春画         chun1 hua4       removed                          sexual     erotic
cedict.json   春药         chun1 yao4       removed                          sexual     aphrodisiac
cedict.json   春风一度       chun1 feng1 yi1  removed                          sexual     sexual intercourse
cedict.json   昭仪         zhao1 yi2        removed                          sexual     concubine
cedict.json   晨勃         chen2 bo2        removed                          sexual     erection
cedict.json   暗娼         an4 chang1       removed                          sexual     prostitute
cedict.json   暧昧关系       ai4 mei4 guan1   sense dropped                    sexual     adulterous
cedict.json   朘          zui1             removed                          sexual     penis
cedict.json   本子         ben3 zi5         sense dropped                    sexual     erotic
cedict.json   杂交         za2 jiao1        sense dropped                    sexual     promiscuity
cedict.json   杂交派对       za2 jiao1 pai4   removed                          sexual     sex party
cedict.json   李四         Li3 Si4          removed                          sexual     dick
cedict.json   李娃传        Li3 Wa2 Zhuan4   removed                          sexual     courtesan
cedict.json   杜蕾斯        Du4 lei3 si1     sense dropped                    sexual     condom
cedict.json   条子         tiao2 zi5        sense dropped                    sexual     prostitute
cedict.json   柳陌花衢       liu3 mo4 hua1 q  removed                          sexual     brothel
cedict.json   梳弄         shu1 nong4       removed                          sexual     prostitute
cedict.json   楼凤         lou2 feng4       removed                          sexual     prostitute
cedict.json   正太控        zheng4 tai4 kon  sense dropped                    sexual     erotic
cedict.json   正妹         zheng4 mei4      sense dropped                    sexual     sexy
cedict.json   正室         zheng4 shi4      removed                          sexual     review
cedict.json   毒化         du2 hua4         sense dropped                    sexual     pervert
cedict.json   毛片         mao2 pian4       sense dropped                    sexual     pornographic
cedict.json   污          wu1              sense dropped                    sexual     to defile
cedict.json   污言秽语       wu1 yan2 hui4 y  sense dropped                    sexual     obscenities
cedict.json   沉湎酒色       chen2 mian3 jiu  sense dropped                    sexual     lecher
cedict.json   油料作物       you2 liao4 zuo4  sense dropped                    sexual     rape
cedict.json   油菜         you2 cai4        sense dropped                    sexual     rape
cedict.json   沾花惹草       zhan1 hua1 re3   sense dropped                    sexual     womanize
cedict.json   泆          yi4              sense dropped                    sexual     licentious
cedict.json   泼烟花        po1 yan1 hua1    removed                          sexual     prostitute
cedict.json   泼贱人        po1 jian4 ren2   removed                          sexual     review
cedict.json   洨          xiao2            removed                          sexual     semen
cedict.json   流泆         liu2 yi4         removed                          sexual     review
cedict.json   浪女         lang4 nu:3       removed                          sexual     loose woman
cedict.json   浪荡         lang4 dang4      sense dropped                    sexual     licentious
cedict.json   海王         Hai3 wang2       sense dropped                    sexual     womanizer
cedict.json   海肠         hai3 chang2      sense dropped                    sexual     penis
cedict.json   淫          yin2             sense dropped                    sexual     lewd
cedict.json   淫书         yin2 shu1        removed                          sexual     obscene
cedict.json   淫乱         yin2 luan4       removed                          sexual     promiscuous
cedict.json   淫亵         yin2 xie4        removed                          sexual     obscene
cedict.json   淫妇         yin2 fu4         removed                          sexual     review
cedict.json   淫娃         yin2 wa2         sense dropped                    sexual     slut
cedict.json   淫媒         yin2 mei2        removed                          sexual     review
cedict.json   淫媒罪        yin2 mei2 zui4   sense dropped                    sexual     pimping
cedict.json   淫棍         yin2 gun4        removed                          sexual     review
cedict.json   淫猥         yin2 wei3        removed                          sexual     review
cedict.json   淫画         yin2 hua4        removed                          sexual     obscene
cedict.json   淫秽         yin2 hui4        sense dropped                    sexual     obscene
cedict.json   淫穴         yin2 xue2        removed                          sexual     pussy
cedict.json   淫羊藿        yin2 yang2 huo4  removed                          sexual     aphrodisiac
cedict.json   淫荡         yin2 dang4       sense dropped                    sexual     lascivious
cedict.json   淫行         yin2 xing2       removed                          sexual     lascivious
cedict.json   淫词亵语       yin2 ci2 xie4 y  removed                          sexual     review
cedict.json   淫词秽语       yin2 ci2 hui4 y  removed                          sexual     obscene
cedict.json   淫贱         yin2 jian4       sense dropped                    sexual     lewd
cedict.json   淫趴         yin2 pa1         removed                          sexual     sex party
cedict.json   淫辱         yin2 ru3         removed                          sexual     fornication
cedict.json   淫逸         yin2 yi4         sense dropped                    sexual     debauchery
cedict.json   淫靡         yin2 mi3         sense dropped                    sexual     lascivious
cedict.json   淫风         yin2 feng1       removed                          sexual     review
cedict.json   淫鬼         yin2 gui3        removed                          sexual     lecherous
cedict.json   淫魔         yin2 mo2         removed                          sexual     lewd
cedict.json   深喉         shen1 hou2       sense dropped                    sexual     sex act
cedict.json   湘妃竹        xiang1 fei1 zhu  removed                          sexual     concubines
cedict.json   滚床单        gun3 chuang2 da  removed                          sexual     have sex
cedict.json   满口脏话       man3 kou3 zang1  sense dropped                    sexual     obscenities
cedict.json   潮吹         chao2 chui1      removed                          sexual     ejaculation
cedict.json   激凸         ji1 tu1          removed                          sexual     penis
cedict.json   火辣         huo3 la4         sense dropped                    sexual     sexy
cedict.json   灯红酒绿       deng1 hong2 jiu  sense dropped                    sexual     debauched
cedict.json   炒饭         chao3 fan4       sense dropped                    sexual     have sex
cedict.json   烂污货        lan4 wu1 huo4    removed                          sexual     loose woman
cedict.json   烟花         yan1 hua1        sense dropped                    sexual     prostitute
cedict.json   烟花场        yan1 hua1 chang  removed                          sexual     brothel
cedict.json   烟花女        yan1 hua1 nu:3   removed                          sexual     prostitute
cedict.json   烟花寨        yan1 hua1 zhai4  removed                          sexual     brothel
cedict.json   烟花市        yan1 hua1 shi4   sense dropped                    sexual     brothel
cedict.json   烟花簿        yan1 hua1 bu4    removed                          sexual     prostitutes
cedict.json   烟花粉黛       yan1 hua1 fen3   sense dropped                    sexual     prostitute
cedict.json   烟花行院       yan1 hua1 hang2  removed                          sexual     brothel
cedict.json   烟花阵        yan1 hua1 zhen4  removed                          sexual     brothel
cedict.json   爆菊花        bao4 ju2 hua1    sense dropped                    sexual     anus
cedict.json   爬灰         pa2 hui1         removed                          sexual     incest
cedict.json   爱爱         ai4 ai5          removed                          sexual     make love
cedict.json   牛子         niu2 zi3         removed                          sexual     penis
cedict.json   牛郎         niu2 lang2       sense dropped                    sexual     prostitute
cedict.json   牛鞭         niu2 bian1       removed                          sexual     pizzle
cedict.json   狎妓         xia2 ji4         removed                          sexual     prostitutes
cedict.json   狐女         hu2 nu:3         sense dropped                    sexual     seduce
cedict.json   猥亵         wei3 xie4        sense dropped                    sexual     obscene
cedict.json   献处         xian4 chu3       removed                          sexual     virginity
cedict.json   献身         xian4 shen1      sense dropped                    sexual     virginity
cedict.json   猴子偷桃       hou2 zi5 tou1 t  sense dropped                    sexual     testicles
cedict.json   玉茎         yu4 jing1        removed                          sexual     penis
cedict.json   玉门         yu4 men2         removed                          sexual     vaginal
cedict.json   王五         Wang2 Wu3        removed                          sexual     dick
cedict.json   王八         wang2 ba5        sense dropped                    sexual     cuckold
cedict.json   男妓         nan2 ji4         removed                          sexual     prostitute
cedict.json   男根         nan2 gen1        removed                          sexual     penis
cedict.json   畸恋         ji1 lian4        sense dropped                    sexual     incestuous
cedict.json   痴汉         chi1 han4        removed                          sexual     review
cedict.json   登徒子        Deng1 tu2 zi3    removed                          sexual     review
cedict.json   白嫖         bai2 piao2       sense dropped                    sexual     prostitute
cedict.json   白虎         Bai2 hu3         sense dropped                    sexual     genitalia
cedict.json   白行简        Bai2 Xing2 jian  removed                          sexual     courtesan
cedict.json   白鬼笔        bai2 gui3 bi3    removed                          sexual     phallus
cedict.json   白鲸         Bai2 jing1       removed                          sexual     dick
cedict.json   皮条         pi2 tiao2        sense dropped                    sexual     pimp
cedict.json   皮条客        pi2 tiao2 ke4    removed                          sexual     pimp
cedict.json   相公         xiang4 gong5     sense dropped                    sexual     prostitute
cedict.json   石女         shi2 nu:3        removed                          sexual     vagina
cedict.json   破处         po4 chu3         sense dropped                    sexual     virginity
cedict.json   破瓜         po4 gua1         sense dropped                    sexual     virginity
cedict.json   破身         po4 shen1        removed                          sexual     virginity
cedict.json   破鞋         po4 xie2         sense dropped                    sexual     loose woman
cedict.json   神女         Shen2 nu:3       removed                          sexual     prostitute
cedict.json   神女         shen2 nu:3       sense dropped                    sexual     prostitute
cedict.json   私处         si1 chu4         sense dropped                    sexual     genitalia
cedict.json   私通         si1 tong1        sense dropped                    sexual     adultery
cedict.json   秒射         miao3 she4       removed                          sexual     ejaculate
cedict.json   秦淮八艳       Qin2 huai2 ba1   removed                          sexual     courtesans
cedict.json   秽语         hui4 yu3         removed                          sexual     obscene
cedict.json   窑          yao2             sense dropped                    sexual     brothel
cedict.json   窑姐         yao2 jie3        removed                          sexual     prostitute
cedict.json   窑子         yao2 zi5         removed                          sexual     brothel
cedict.json   站街         zhan4 jie1       removed                          sexual     prostitute
cedict.json   章台         zhang1 tai2      sense dropped                    sexual     brothel
cedict.json   童贞         tong2 zhen1      sense dropped                    sexual     virginity
cedict.json   童身         tong2 shen1      sense dropped                    sexual     virginity
cedict.json   竹荪         zhu2 sun1        sense dropped                    sexual     phallus
cedict.json   笑贫不笑娼      xiao4 pin2 bu4   sense dropped                    sexual     prostitution
cedict.json   簉          zao4             sense dropped                    sexual     concubine
cedict.json   簉室         zao4 shi4        removed                          sexual     concubine
cedict.json   粉头         fen3 tou2        sense dropped                    sexual     prostitute
cedict.json   粉色         fen3 se4         sense dropped                    sexual     erotic
cedict.json   粗语         cu1 yu3          sense dropped                    sexual     dirty talk
cedict.json   精          jing1            sense dropped                    sexual     semen
cedict.json   精尽人亡       jing1 jin4 ren2  removed                          sexual     ejaculation
cedict.json   精液         jing1 ye4        removed                          sexual     semen
cedict.json   糟蹋         zao1 ta4         sense dropped                    sexual     to defile
cedict.json   索多玛        Suo3 duo1 ma3    removed                          sexual     sodom
cedict.json   索多玛与哈摩辣    Suo3 duo1 ma3 y  removed                          sexual     sodom
cedict.json   纳妾         na4 qie4         removed                          sexual     concubine
cedict.json   纳宠         na4 chong3       removed                          sexual     concubine
cedict.json   纵欲         zong4 yu4        removed                          sexual     debauchery
cedict.json   细姨         xi4 yi2          removed                          sexual     concubine
cedict.json   绿头巾        lu:4 tou2 jin1   removed                          sexual     cuckold
cedict.json   绿帽子        lu:4 mao4 zi5    removed                          sexual     cuckold
cedict.json   缩阴         suo1 yin1        removed                          sexual     vagina
cedict.json   网络色情       Wang3 luo4 se4   removed                          sexual     pornography
cedict.json   群交         qun2 jiao1       removed                          sexual     review
cedict.json   翘硬         qiao4 ying4      removed                          sexual     review
cedict.json   翻云覆雨       fan1 yun2 fu4 y  sense dropped                    sexual     make love
cedict.json   老二         lao3 er4         sense dropped                    sexual     penis
cedict.json   老鸨         lao3 bao3        removed                          sexual     brothel
cedict.json   耶洗别        Ye1 xi3 bie2     removed                          sexual     jezebel
cedict.json   肉感         rou4 gan3        sense dropped                    sexual     sexy
cedict.json   肉棒         rou4 bang4       removed                          sexual     meat stick
cedict.json   肉蒲团        Rou4 Pu2 tuan2   removed                          sexual     erotic
cedict.json   肛          gang1            sense dropped                    sexual     anus
cedict.json   肛交         gang1 jiao1      removed                          sexual     review
cedict.json   肛毛         gang1 mao2       removed                          sexual     anus
cedict.json   肛门         gang1 men2       removed                          sexual     anus
cedict.json   脏字         zang1 zi4        removed                          sexual     obscenity
cedict.json   脓泡         nong2 pao4       sense dropped                    sexual     pussy
cedict.json   脱星         tuo1 xing1       removed                          sexual     sexy
cedict.json   脱衣舞        tuo1 yi1 wu3     removed                          sexual     striptease
cedict.json   腽肭脐        wa4 na4 qi2      removed                          sexual     penis
cedict.json   腿玩年        tui3 wan2 nian2  sense dropped                    sexual     sexy
cedict.json   膣          zhi4             removed                          sexual     vagina
cedict.json   自慰         zi4 wei4         sense dropped                    sexual     masturbate
cedict.json   自摸         zi4 mo1          sense dropped                    sexual     masturbate
cedict.json   自淫         zi4 yin2         removed                          sexual     masturbation
cedict.json   自渎         zi4 du2          removed                          sexual     masturbation
cedict.json   舔阴         tian3 yin1       removed                          sexual     cunnilingus
cedict.json   舞妓         wu3 ji4          sense dropped                    sexual     geisha
cedict.json   舞文弄墨       wu3 wen2 nong4   sense dropped                    sexual     pervert
cedict.json   色字头上一把刀    se4 zi4 tou2 sh  sense dropped                    sexual     lascivious
cedict.json   色情         se4 qing2        removed                          sexual     review
cedict.json   色情业        se4 qing2 ye4    removed                          sexual     porn
cedict.json   色情作品       se4 qing2 zuo4   removed                          sexual     porn
cedict.json   色情小说       se4 qing2 xiao3  removed                          sexual     pornographic
cedict.json   色情片        se4 qing2 pian4  removed                          sexual     pornographic
cedict.json   色情狂        se4 qing2 kuang  sense dropped                    sexual     nymphomania
cedict.json   色狼         se4 lang2        removed                          sexual     review
cedict.json   色眯眯        se4 mi1 mi1      removed                          sexual     lustful
cedict.json   色胆包天       se4 dan3 bao1 t  sense dropped                    sexual     debauched
cedict.json   色胚         se4 pei1         removed                          sexual     pervert
cedict.json   色色迷迷       se4 se4 mi2 mi2  sense dropped                    sexual     lecherous
cedict.json   色诱         se4 you4         sense dropped                    sexual     seduce
cedict.json   色迷         se4 mi2          sense dropped                    sexual     lecherous
cedict.json   色鬼         se4 gui3         removed                          sexual     review
cedict.json   色魔         se4 mo2          sense dropped                    sexual     molester
cedict.json   艳情         yan4 qing2       sense dropped                    sexual     erotic
cedict.json   艳舞         yan4 wu3         removed                          sexual     erotic
cedict.json   艳诗         yan4 shi1        removed                          sexual     erotic
cedict.json   艺伎         yi4 ji4          removed                          sexual     geisha
cedict.json   艺妓         yi4 ji4          removed                          sexual     geisha
cedict.json   芡实         qian4 shi2       sense dropped                    sexual     semen
cedict.json   花          hua1             sense dropped                    sexual     lecherous
cedict.json   花名         hua1 ming2       sense dropped                    sexual     prostitute
cedict.json   花天酒地       hua1 tian1 jiu3  sense dropped                    sexual     debauchery
cedict.json   花心大萝卜      hua1 xin1 da4 l  removed                          sexual     review
cedict.json   花魁         hua1 kui2        sense dropped                    sexual     courtesan
cedict.json   荒淫         huang1 yin2      removed                          sexual     licentious
cedict.json   荡妇         dang4 fu4        removed                          sexual     prostitute
cedict.json   荡妇羞辱       dang4 fu4 xiu1   removed                          sexual     slut
cedict.json   荤          hun1             sense dropped                    sexual     obscene
cedict.json   荤话         hun1 hua4        sense dropped                    sexual     obscene
cedict.json   菊花         ju2 hua1         sense dropped                    sexual     anus
cedict.json   萝莉控        luo2 li4 kong4   sense dropped                    sexual     erotic
cedict.json   营妓         ying2 ji4        removed                          sexual     prostitute
cedict.json   蚂蚁上树       ma3 yi3 shang4   sense dropped                    sexual     erotic
cedict.json   蛋蛋         dan4 dan4        removed                          sexual     testicles
cedict.json   蜜穴         mi4 xue2         removed                          sexual     vagina
cedict.json   血崩         xue4 beng1       removed                          sexual     vaginal
cedict.json   行房         xing2 fang2      sense dropped                    sexual     sexual intercourse
cedict.json   行淫         xing2 yin2       removed                          sexual     adultery
cedict.json   褒姒         Bao1 si4         removed                          sexual     concubine
cedict.json   西施         Xi1 shi1         removed                          sexual     concubine
cedict.json   见红         jian4 hong2      sense dropped                    sexual     vaginal
cedict.json   角妓         jue2 ji4         removed                          sexual     courtesan
cedict.json   讨人         tao3 ren2        removed                          sexual     brothel
cedict.json   讨小         tao3 xiao3       removed                          sexual     concubine
cedict.json   诱奸         you4 jian1       removed                          sexual     seduce
cedict.json   诲淫性        hui4 yin2 xing4  removed                          sexual     licentious
cedict.json   调戏         tiao2 xi4        sense dropped                    sexual     obscenities
cedict.json   貂蝉         Diao1 Chan2      removed                          sexual     concubine
cedict.json   贞操         zhen1 cao1       sense dropped                    sexual     virginity
cedict.json   贞节         zhen1 jie2       sense dropped                    sexual     virginity
cedict.json   贤者模式       xian2 zhe3 mo2   sense dropped                    sexual     orgasmic
cedict.json   贱人         jian4 ren2       removed                          sexual     review
cedict.json   贵妃         gui4 fei1        sense dropped                    sexual     concubine
cedict.json   赫曼·麦尔维尔    He4 man4 Mai4 e  removed                          sexual     dick
cedict.json   走后门        zou3 hou4 men2   sense dropped                    sexual     anal sex
cedict.json   走马章台       zou3 ma3 zhang1  removed                          sexual     brothel
cedict.json   蹄子         ti2 zi5          sense dropped                    sexual     hussy
cedict.json   轮奸         lun2 jian1       removed                          sexual     gang rape
cedict.json   轮暴         lun2 bao4        removed                          sexual     gang rape
cedict.json   辣妹         la4 mei4         sense dropped                    sexual     sexy
cedict.json   迎宾         ying2 bin1       sense dropped                    sexual     prostitute
cedict.json   迪克         Di2 ke4          removed                          sexual     dick
cedict.json   迷奸         mi2 jian1        removed                          sexual     rape
cedict.json   逆伦         ni4 lun2         sense dropped                    sexual     incest
cedict.json   通奸         tong1 jian1      removed                          sexual     adultery
cedict.json   逼奸         bi1 jian1        removed                          sexual     rape
cedict.json   逼良为娼       bi1 liang2 wei2  removed                          sexual     prostitution
cedict.json   避孕套        bi4 yun4 tao4    removed                          sexual     condom
cedict.json   那话儿        na4 hua4 r5      sense dropped                    sexual     genitalia
cedict.json   邪荡         xie2 dang4       removed                          sexual     obscene
cedict.json   郎君         lang2 jun1       sense dropped                    sexual     pimp
cedict.json   郑声         Zheng4 sheng1    sense dropped                    sexual     lascivious
cedict.json   酒池肉林       jiu3 chi2 rou4   sense dropped                    sexual     debauchery
cedict.json   采花         cai3 hua1        sense dropped                    sexual     rape
cedict.json   采花大盗       cai3 hua1 da4 d  removed                          sexual     rapist
cedict.json   采花贼        cai3 hua1 zei2   removed                          sexual     rapist
cedict.json   里番         li3 fan1         removed                          sexual     erotic
cedict.json   野合         ye3 he2          removed                          sexual     adultery
cedict.json   野草         ye3 cao3         sense dropped                    sexual     prostitute
cedict.json   野鸡         ye3 ji1          sense dropped                    sexual     prostitute
cedict.json   金鱼佬        jin1 yu2 lao3    removed                          sexual     pedophile
cedict.json   鉴黄         jian4 huang2     removed                          sexual     pornographic
cedict.json   鉴黄师        jian4 huang2 sh  removed                          sexual     pornographic
cedict.json   银柳         yin2 liu3        removed                          sexual     pussy
cedict.json   销金窟        xiao1 jin1 ku1   removed                          sexual     brothel
cedict.json   长三         chang2 san1      removed                          sexual     prostitute
cedict.json   门户         men2 hu4         sense dropped                    sexual     brothel
cedict.json   闯红灯        chuang3 hong2 d  sense dropped                    sexual     have sex
cedict.json   闺房         gui1 fang2       sense dropped                    sexual     harem
cedict.json   阳具         yang2 ju4        removed                          sexual     penis
cedict.json   阳物         yang2 wu4        removed                          sexual     penis
cedict.json   阳道         yang2 dao4       removed                          sexual     penis
cedict.json   阴          yin1             sense dropped                    sexual     genitalia
cedict.json   阴唇         yin1 chun2       removed                          sexual     vulva
cedict.json   阴囊         yin1 nang2       removed                          sexual     scrotum
cedict.json   阴户         yin1 hu4         removed                          sexual     vulva
cedict.json   阴核         yin1 he2         removed                          sexual     clitoris
cedict.json   阴穴         yin1 xue2        sense dropped                    sexual     vagina
cedict.json   阴茎         yin1 jing1       removed                          sexual     penis
cedict.json   阴茎套        yin1 jing1 tao4  removed                          sexual     condom
cedict.json   阴蒂         yin1 di4         removed                          sexual     clitoris
cedict.json   阴道         yin1 dao4        removed                          sexual     vagina
cedict.json   阴道口        yin1 dao4 kou3   removed                          sexual     genitalia
cedict.json   阴道炎        yin1 dao4 yan2   sense dropped                    sexual     vaginal
cedict.json   阴部         yin1 bu4         removed                          sexual     genitalia
cedict.json   阴门         yin1 men2        removed                          sexual     vulva
cedict.json   阿猫阿狗       a1 mao1 a1 gou3  sense dropped                    sexual     dick
cedict.json   阿育魏实       a1 yu4 wei4 shi  sense dropped                    sexual     semen
cedict.json   雅郑         ya3 zheng4       removed                          sexual     lewd
cedict.json   集体强奸       ji2 ti3 qiang2   removed                          sexual     gang rape
cedict.json   雏妓         chu2 ji4         removed                          sexual     prostitute
cedict.json   霸王别姬       Ba4 wang2 Bie2   removed                          sexual     concubine
cedict.json   霸王硬上弓      ba4 wang2 ying4  sense dropped                    sexual     rape
cedict.json   青楼         qing1 lou2       sense dropped                    sexual     brothel
cedict.json   鞭          bian1            sense dropped                    sexual     penis
cedict.json   颜射         yan2 she4        removed                          sexual     ejaculate
cedict.json   颠鸾倒凤       dian1 luan2 dao  removed                          sexual     sexual intercourse
cedict.json   风尘         feng1 chen2      sense dropped                    sexual     prostitution
cedict.json   飞机杯        fei1 ji1 bei1    removed                          sexual     masturbator
cedict.json   饱暖思淫欲，饥寒起盗心 bao3 nuan3 si1   removed                          sexual     lechery
cedict.json   香艳         xiang1 yan4      sense dropped                    sexual     erotic
cedict.json   马上风        ma3 shang4 feng  removed                          sexual     sexual intercourse
cedict.json   马夫         ma3 fu1          sense dropped                    sexual     pimp
cedict.json   骊姬之乱       Li2 Ji1 zhi1 Lu  removed                          sexual     concubine
